Loại nhà,Vị trí,Diện tích,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số phòng tắm,Trình trạng pháp lý,Nội thất,Giá,Address,Giá dự đoán
2,17,60.0,4.2,5.0,Tây,Tây,3,3,3,Have certificate,Basic,5.3,"Đường Hương lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh",5.214065934065939
2,19,59.0,4.2,4.0,Tây - Bắc,Tây - Bắc,4,4,4,Have certificate,Basic,6.7,"Đường Huỳnh Văn Nghệ, Phường 12, Quận Gò Vấp, Hồ Chí Minh",6.998461538461538
3,17,72.0,4.0,8.0,Tây,Tây,5,5,6,Have certificate,Full,8.3,"Hẻm 427, Đường Lê Văn Quới, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh",7.695274725274726
1,20,33.1,3.1,4.0,Đông,Đông,2,2,1,Have certificate,Basic,5.2,"Đường Huỳnh Văn Bánh, Phường 12, Quận Phú Nhuận, Hồ Chí Minh",4.5315842490842435
2,17,40.0,4.0,5.0,Nam,Nam,4,5,6,Have certificate,Full,4.8,"Đường Nguyễn Quý Yêm, Phường An Lạc, Quận Bình Tân, Hồ Chí Minh",4.310769230769235
1,18,26.0,3.5,3.5,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Full,4.05,"Đường Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh, Hồ Chí Minh",4.050659340659345
3,4,80.0,5.6,6.0,Đông - Bắc,Tây - Nam,3,3,4,Have certificate,Full,7.39,"Dự án Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Hồ Chí Minh",6.791444270015692
3,19,80.0,4.0,6.0,Đông - Nam,Đông - Nam,4,4,5,Have certificate,Full,7.45,"Đường Lê Văn Thọ, Phường 8, Quận Gò Vấp, Hồ Chí Minh",7.773434065934071
3,22,66.0,6.0,6.0,Đông - Bắc,Đông - Nam,4,4,4,Have certificate,Full,10.0,"Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh",8.867435897435898
3,8,88.0,8.0,8.0,Tây - Nam,Tây - Nam,3,4,5,Have certificate,Full,7.6,"Đường Tân Thới Nhất 12, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",6.758241758241764
3,22,65.0,4.0,6.0,Đông,Đông,1,4,3,Have certificate,Basic,6.2,"Hẻm 115 Đường Lê Trọng Tấn, Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh",6.01131868131868
1,17,25.0,3.0,5.0,Bắc,Bắc,2,2,2,Have certificate,Full,2.4,"Đường Hương lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh",2.352087912087915
2,19,63.0,4.2,4.0,Nam,Nam,3,4,5,Have certificate,Basic,6.85,"Đường Số 3, Phường 9, Quận Gò Vấp, Hồ Chí Minh",6.7626373626373715
2,17,50.0,4.0,8.0,Đông,Đông,2,3,2,Have certificate,Full,5.8,"Đường Gò Xoài, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh",5.296593406593413
3,17,84.0,4.0,12.0,Nam,Nam,2,2,2,Have certificate,Full,9.5,"Đường Số 1A, Phường Bình Trị Đông B, Quận Bình Tân, Hồ Chí Minh",6.820439560439564
3,17,84.0,4.0,12.0,Bắc,Đông - Bắc,3,3,4,Have certificate,Full,9.3,"Đường Số 25A, Phường Bình Trị Đông B, Quận Bình Tân, Hồ Chí Minh",8.804615384615378
3,14,72.0,4.0,8.0,Tây,Tây,2,3,3,Have certificate,Full,6.8,"Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Hồ Chí Minh",6.806703296703293
2,23,53.8,4.5,8.0,Đông - Bắc,Đông - Bắc,4,3,3,Have certificate,Full,4.8,"Đường 12, Phường Trường Thạnh, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",5.108021978021983
2,18,50.0,5.0,5.0,Đông - Nam,Đông - Nam,4,3,4,Have certificate,Full,9.6,"Đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, Hồ Chí Minh",5.6807692307692355
2,19,46.0,3.5,5.5,Tây - Bắc,Tây - Bắc,2,2,2,Have certificate,Full,4.6,"Đường Thống Nhất, Phường 16, Quận Gò Vấp, Hồ Chí Minh",4.319926739926744
2,14,60.0,8.0,8.0,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Full,5.0,"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",6.8434589220303526
3,19,80.0,6.0,6.0,Tây - Nam,Tây - Nam,2,3,3,Have certificate,Basic,7.5,"Đường Quang Trung, Phường 11, Quận Gò Vấp, Hồ Chí Minh",7.474945054945056
1,20,29.0,3.5,5.0,Tây - Bắc,Tây - Bắc,4,3,4,Have certificate,Full,7.15,"Đường Huỳnh Văn Bánh, Phường 12, Quận Phú Nhuận, Hồ Chí Minh",5.885274725274718
2,18,62.0,3.0,8.0,Bắc,Bắc,4,5,4,Have certificate,Basic,7.0,"Đường Bùi Đình Túy, Phường 12, Quận Bình Thạnh, Hồ Chí Minh",7.332637362637366
2,15,43.1,2.99,4.5,Tây - Nam,Tây,2,3,3,Have certificate,Full,4.2,"Hẻm 2889A, Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",3.4863736263736236
2,19,60.0,5.0,5.0,Tây - Bắc,Tây - Bắc,4,9,9,Have certificate,Basic,7.3,"1180/, Đường Quang Trung, Phường 8, Quận Gò Vấp, Hồ Chí Minh",6.924065934065933
3,23,88.0,4.3,4.0,Nam,Nam,3,4,4,Have certificate,Full,6.9,"Đường Số 4, Phường Trường Thọ, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",7.092087912087907
1,18,25.0,3.5,4.0,Nam,Nam,4,3,4,Have certificate,Full,3.9,"Đường Lê Quang Định, Phường 5, Quận Bình Thạnh, Hồ Chí Minh",3.893186813186812
2,23,48.0,4.0,2.5,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Basic,3.25,"Đường Ụ Ghe, Phường Tam Phú, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",3.640109890109891
3,22,68.0,4.0,12.0,Đông,Đông,4,4,4,Have certificate,Full,9.7,"Hẻm 370 Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh",8.920769230769238
2,14,60.0,4.0,3.5,Bắc,Bắc,3,3,3,Have certificate,Full,5.47,"1135, Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",5.314505494505502
2,17,52.0,4.0,6.0,Đông - Nam,Đông - Nam,5,5,4,Have certificate,Basic,5.95,"Đường Lô Tư, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh",5.776043956043951
0,23,100.0,5.0,5.0,Tây - Nam,Tây - Nam,3,3,4,Have certificate,Full,7.7,"Đường Số 11, Phường Trường Thọ, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",8.176923076923083
2,23,42.4,4.8,6.0,Nam,Nam,1,1,1,Have certificate,Full,4.9,"Đường Đặng Văn Bi, Phường Bình Thọ, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",3.7593406593406575
1,20,18.0,6.0,5.0,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Full,3.3,"Đường Phan Xích Long, Phường 2, Quận Phú Nhuận, Hồ Chí Minh",3.21593406593407
3,17,94.0,4.5,8.0,Đông - Nam,Đông - Nam,3,4,4,Have certificate,Full,8.7,"Đường Bùi Hữu Diện, Phường An Lạc A, Quận Bình Tân, Hồ Chí Minh",8.354945054945063
3,8,64.0,4.0,8.0,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Basic,6.6,"Dự án Song Minh Residence, Đường Thới An 22, Phường Thới An, Quận 12, Hồ Chí Minh",6.6465934065934045
2,21,53.0,4.0,6.0,Đông - Nam,Đông - Nam,3,4,3,Have certificate,Basic,8.9,"Hẻm 83, Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Hồ Chí Minh",7.663736263736257
1,6,30.0,3.5,20.0,Tây - Nam,Nam,3,2,2,Have certificate,Full,8.8,"Đường Hồ Bá Kiện, Phường 15, Quận 10, Hồ Chí Minh",7.474395604395601
2,21,52.0,4.0,5.0,Đông - Nam,Đông - Nam,5,7,6,Have certificate,Full,7.5,"148/9, Đường Trần Văn Quang, Phường 10, Quận Tân Bình, Hồ Chí Minh",7.163626373626372
2,18,48.0,4.0,16.0,Nam,Nam,5,6,4,Have certificate,Full,7.25,"Đường Nguyên Hồng, Phường 11, Quận Bình Thạnh, Hồ Chí Minh",6.562087912087912
3,16,75.0,5.0,12.0,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Basic,7.2,"Dự án Mega Village, Đường Vành Đai 2, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",8.011946712018142
3,22,64.0,4.0,16.0,Tây,Tây,2,2,3,Have certificate,Full,9.0,"Đường Dương Văn Dương, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",7.707582417582417
1,17,35.0,4.0,6.0,Tây,Tây,1,2,2,Have certificate,Basic,1.93,"Đường Tỉnh Lộ 10, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh",2.036935897435899
2,23,52.0,4.5,8.0,Bắc,Bắc,4,4,3,Have certificate,Basic,7.2,"Đường 7, Phường Linh Trung, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",7.0221428571428595
2,23,55.0,4.0,5.0,Bắc,Bắc,5,4,4,Have certificate,Full,9.3,"Đường 17, Phường Hiệp Huyện Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",8.489120879120874
2,14,60.0,4.0,8.0,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Full,8.6,"Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Hồ Chí Minh",6.8434589220303526
0,15,110.0,4.2,3.0,Tây - Bắc,Tây - Bắc,3,4,5,Have certificate,Basic,7.7,"Đường Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh",10.529120879120883
3,19,64.0,5.0,5.0,Đông - Nam,Đông - Nam,3,3,4,Have certificate,Full,7.8,"Đường Thống Nhất, Phường 16, Quận Gò Vấp, Hồ Chí Minh",6.598864468864474
0,3,176.0,5.0,13.0,Đông - Nam,Đông - Nam,1,3,2,Have certificate,Basic,7.0,"Đường Nguyễn Thị Thử, Xã Xuân Thới Sơn, Huyện Hóc Môn, Hồ Chí Minh",6.8671428571428565
2,8,50.1,4.1,6.0,Đông - Nam,Đông - Nam,3,4,5,Have certificate,Full,4.45,"Đường Thạnh Xuân 22, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",5.043368916797483
2,14,56.4,5.18,6.0,Nam,Nam,4,5,4,Have certificate,Full,9.3,"Đường Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",7.750000000000001
3,4,80.0,5.0,6.0,Tây - Bắc,Tây - Bắc,4,4,5,Have certificate,Full,7.5,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Hồ Chí Minh",7.555010227867367
3,16,75.0,5.0,10.0,Tây,Tây,3,4,4,Have certificate,Full,9.8,"Dự án River Park, Đường Võ Chí Công, Phường Phước Long B, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",8.708592059649755
3,17,80.0,4.0,6.0,Bắc,Bắc,3,5,5,Have certificate,Full,6.8,"Đường Chiến Lược, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",8.26362637362638
3,23,99.4,30.0,5.0,Đông - Nam,Đông - Nam,1,2,2,Have certificate,Basic,4.7,"Đường Tam Châu, Phường Tam Bình, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",4.753736263736259
3,4,86.0,6.4,7.0,Bắc,Bắc,4,4,5,Have certificate,Full,8.3,"Hẻm 1368, Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Hồ Chí Minh",8.574725274725267
2,19,60.0,8.0,8.0,Nam,Bắc,4,4,5,Have certificate,Full,5.98,"237/, Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Hồ Chí Minh",7.049670329670329
2,22,56.0,4.0,3.0,Tây - Nam,Nam,3,3,2,Have certificate,Full,5.3,"Đường Trường Chinh, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh",5.217802197802201
3,14,74.0,4.3,6.0,Đông - Bắc,Đông - Bắc,4,4,6,Have certificate,Full,8.5,"Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",7.733461538461542
3,22,68.0,4.0,6.0,Đông - Bắc,Đông - Bắc,1,2,2,Have certificate,Basic,5.9,"Đường Trần Văn Ơn, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh",6.377802197802199
3,4,69.0,4.0,6.0,Đông - Bắc,Đông - Bắc,4,5,5,Have certificate,Full,6.2,"Đường Đào Tông Nguyên, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",5.777472527472535
2,8,46.0,4.5,5.0,Tây - Bắc,Tây - Bắc,3,4,3,Have certificate,Full,4.45,"Đường Nguyễn Thị Đặng, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",4.439868131868127
2,18,50.0,4.0,6.0,Tây - Bắc,Tây - Bắc,4,5,6,Have certificate,Full,9.3,"Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, Hồ Chí Minh",8.930989010988998
3,23,67.3,4.0,8.0,Đông - Bắc,Đông - Bắc,4,5,6,Have certificate,Basic,8.3,"Đường Dương Đình Hội, Phường Phước Long B, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",7.870695970695967
1,22,32.0,4.0,10.0,Nam,Nam,3,2,2,Have certificate,Full,4.65,"Hẻm 30 Phố Đỗ Nhuận, Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh",4.365824175824173
3,15,68.0,5.5,3.0,Tây,Tây,2,2,3,Have certificate,Full,5.0,"Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",5.322747252747253
2,14,40.0,4.0,8.0,Nam,Nam,5,6,7,Have certificate,Full,8.2,"Đường Số 5, Phường Quận Tân Phú, Quận 7, Hồ Chí Minh",6.617032967032968
3,14,64.6,4.0,4.0,Bắc,Bắc,2,2,2,Have certificate,Full,6.5,"Đường Số 10, Phường Tân Quy, Quận 7, Hồ Chí Minh",6.571318681318683
3,19,71.0,5.5,5.0,Đông - Nam,Đông - Nam,5,4,5,Have certificate,Full,7.35,"Đường Lê Đức Thọ, Phường 13, Quận Gò Vấp, Hồ Chí Minh",7.627307692307704
2,13,54.0,4.0,4.0,Bắc,Bắc,2,2,2,Have certificate,Basic,5.0,"Đường Nguyễn Văn Luông, Phường 12, Quận 6, Hồ Chí Minh",4.837032967032968
3,16,75.0,12.0,20.0,Đông - Nam,Đông - Nam,3,4,4,Have certificate,Full,6.75,"Dự án Mega Village, Đường Vành Đai 2, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",8.708592059649755
3,4,70.0,8.0,8.0,Bắc,Bắc,4,4,5,Have certificate,Full,8.6,"90, Đường Dương Cát Lợi, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",8.188791208791214
0,18,126.6,7.0,1.3,Đông - Nam,Đông - Nam,2,8,8,Have certificate,Basic,7.7,"434/8A4, Đường Bình Quới, Phường 28, Quận Bình Thạnh, Hồ Chí Minh",11.674945054945063
2,8,52.7,3.6,5.0,Đông - Bắc,Đông - Bắc,2,3,2,Have certificate,Basic,3.45,"Đường Tân Thới Hiệp 20, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",3.504505494505489
2,8,54.0,4.0,4.0,Đông,Đông,3,4,4,Have certificate,Full,4.55,"1/ 113, Đường Lâm Thị Hố, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",5.232490842490847
3,23,75.0,5.0,2.5,Tây,Tây,2,2,1,Have certificate,Basic,3.7,"Đường 12, Phường Linh Tây, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",4.546373626373623
3,23,93.7,4.0,6.0,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Full,7.7,"Đường 11, Phường Trường Thọ, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",7.610329670329676
3,19,72.0,4.0,12.0,Đông - Nam,Đông - Nam,3,4,3,Have certificate,Full,6.6,"Đường Quang Trung, Phường 14, Quận Gò Vấp, Hồ Chí Minh",6.860989010989019
1,15,29.7,50.0,2.0,Bắc,Bắc,2,4,3,Have certificate,Basic,4.5,"Đường Ưu Long, Phường 11, Quận 8, Hồ Chí Minh",3.8864835164835165
3,8,66.0,5.0,5.0,Đông,Đông,2,2,2,Have certificate,Full,3.3,"Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",3.8602014652014653
3,22,73.0,4.1,12.0,Bắc,Bắc,3,4,3,Have certificate,Full,8.95,"Đường Bác Ái, Phường Tân Thành, Quận Tân Phú, Hồ Chí Minh",7.497560439560439
3,19,70.0,4.0,6.0,Đông - Nam,Đông - Nam,3,4,4,Have certificate,Basic,6.3,"Đường Quang Trung, Phường 14, Quận Gò Vấp, Hồ Chí Minh",6.637472527472528
2,17,44.0,5.0,5.0,Tây,Tây,2,2,2,Have certificate,Basic,2.35,"Đường Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh",2.475274725274722
3,17,64.0,4.0,6.0,Nam,Nam,5,4,5,Have certificate,Full,6.45,"Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",6.646593406593408
3,8,68.0,5.0,5.0,Nam,Nam,3,4,3,Have certificate,Full,5.85,"Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",5.998974358974369
3,20,79.0,3.5,2.5,Tây,Tây,2,4,2,Have certificate,Basic,9.5,"125, Đường Nguyễn Công Hoan, Phường 7, Quận Phú Nhuận, Hồ Chí Minh",8.265164835164835
2,22,56.0,5.0,14.0,Tây - Nam,Tây - Nam,2,3,3,Have certificate,Full,7.6,"229, Đường Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh",6.608241758241762
2,14,52.0,4.3,3.0,Bắc,Bắc,3,5,5,Have certificate,Basic,4.9,"Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",4.118021978021975
1,6,30.0,6.0,6.0,Đông - Bắc,Đông - Bắc,3,3,2,Have certificate,Basic,5.0,"312/3, Đường Ngô Gia Tự, Phường 4, Quận 10, Hồ Chí Minh",5.721428571428572
2,22,60.0,5.0,5.0,Nam,Nam,2,2,2,Have certificate,Basic,2.75,"Đường Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh",3.829340659340661
1,19,39.0,4.3,5.0,Đông - Nam,Đông - Nam,4,4,4,Have certificate,Full,6.9,"Đường Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp, Hồ Chí Minh",6.5443956043955955
2,17,47.0,4.2,4.0,Đông,Đông,2,2,2,Have certificate,Basic,4.15,"650/1A Đường Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, Hồ Chí Minh",3.7469780219780198
3,23,82.0,6.0,6.0,Đông - Bắc,Đông - Bắc,3,4,6,Have certificate,Basic,6.5,"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",6.731868131868131
2,22,58.0,8.0,4.0,Đông - Nam,Đông - Nam,3,2,2,Have certificate,Full,3.7,"Đường Bình Long, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",4.52483516483516
3,4,83.6,5.0,7.0,Tây - Nam,Tây - Nam,3,4,5,Have certificate,Full,8.29,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Hồ Chí Minh",8.179450549450548
3,14,68.0,4.0,4.0,Bắc,Bắc,2,4,2,Have certificate,Full,5.3,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",5.445714285714289
3,8,72.0,4.0,6.0,Bắc,Bắc,3,4,4,Have certificate,Basic,4.4,"Đường 10, Phường Tân Hưng Thuận, Quận 12, Hồ Chí Minh",6.208901098901102
3,17,76.0,4.0,8.0,Tây,Tây,4,6,6,Have certificate,Full,8.6,"473, Đường Lê Văn Quới, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh",8.413052503052512
2,17,44.0,5.0,5.0,Tây,Tây,2,2,2,Have certificate,Basic,2.35,"Đường Nguyễn Triệu Luật, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh",2.475274725274722
1,21,23.0,4.9,3.0,Tây - Bắc,Tây - Bắc,2,1,2,Have certificate,Full,3.68,"Đường Bùi Thị Xuân, Phường 3, Quận Tân Bình, Hồ Chí Minh",3.400219780219784
2,23,62.0,5.0,14.0,Đông - Bắc,Đông - Bắc,3,4,3,Have certificate,Full,7.8,"41/1D, Đường 30, Phường Linh Đông, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",7.3157142857142805
1,8,37.4,5.0,5.0,Đông,Đông,2,2,2,Have certificate,Full,1.65,"Đường Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",2.2068681318681342
1,19,20.0,5.0,3.0,Đông - Bắc,Đông - Bắc,1,1,2,Have certificate,Full,2.05,"Đường Số 27, Phường 6, Quận Gò Vấp, Hồ Chí Minh",2.763956043956044
0,23,128.0,5.0,4.0,Tây - Nam,Tây - Nam,1,7,7,Have certificate,Basic,8.1,"Đường Số 7, Phường Hiệp Huyện Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh",10.129670329670336
1,8,28.0,4.0,4.0,Đông,Đông,3,3,3,Have certificate,Full,1.72,"Đường Nguyễn Thị Căn, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",2.6812087912087907
3,4,64.0,10.0,10.0,Đông - Nam,Đông - Nam,4,4,5,Have certificate,Full,7.5,"Đường Đào Tông Nguyên, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",7.35087912087912
2,22,58.0,42.0,3.0,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Full,4.5,"Hẻm 74, Đường Tân Kỳ Tân Quý, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh",5.413186813186815
2,8,51.3,4.0,60.0,Tây - Bắc,Tây - Bắc,3,3,3,Have certificate,Full,3.68,"Đường Quốc lộ 1A, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",4.1106593406593435
3,14,64.8,3.6,2.5,Nam,Nam,3,3,3,Have certificate,Basic,6.2,"Đường Số 77, Phường Tân Quy, Quận 7, Hồ Chí Minh",7.870146520146516
2,21,59.0,8.0,8.0,Tây,Tây,5,6,6,Have certificate,Full,9.2,"Hẻm 730, Đường Lạc Long Quân, Phường 9, Quận Tân Bình, Hồ Chí Minh",8.857472527472536
1,8,21.7,3.1,4.0,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Basic,1.78,"Đường An Phú Đông 25, Phường An Phú Đông, Quận 12, Hồ Chí Minh",2.061208791208791
3,16,86.4,4.0,14.0,Đông - Bắc,Đông - Bắc,1,1,1,Have certificate,Basic,7.4,"Đường 10, Phường Phước Bình, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",6.300879120879116
2,18,60.0,8.0,10.0,Đông,Đông,3,4,4,Have certificate,Basic,9.9,"138, Phố Nguyễn Xí, Phường 26, Quận Bình Thạnh, Hồ Chí Minh",9.021208791208785
3,16,65.0,4.5,2.5,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Full,3.99,"Đường Quang Trung, Phường Tăng Nhơn Phú B, Quận 9 (TP. Thủ Đức), Hồ Chí Minh",4.642912087912091
